235.00,231.38,223.00,218.41,224.88,166.00,172.18,199.00,198.47,185.33,0.26,8320.00
235.00,231.29,219.00,218.22,224.75,167.00,170.83,188.00,196.70,183.77,0.26,8316.00
239.00,231.52,219.00,218.05,224.78,172.00,170.67,186.00,195.73,183.21,0.27,8340.00
241.00,232.11,216.00,217.39,224.74,176.00,170.36,179.00,193.40,181.89,0.27,8704.00
238.00,232.23,216.00,216.86,224.54,164.00,169.36,177.00,190.50,179.93,0.28,8328.00
233.00,231.98,216.00,216.34,224.15,184.00,170.23,184.00,189.23,179.73,0.28,8316.00
231.00,231.64,217.00,216.06,223.84,172.00,170.28,179.00,187.68,178.99,0.28,8320.00
236.00,231.67,214.00,215.72,223.69,164.00,169.65,173.00,186.46,178.06,0.28,8300.00
238.00,231.90,217.00,215.39,223.64,185.00,170.67,181.00,184.85,177.76,0.28,8300.00
238.00,232.16,219.00,215.23,223.68,187.00,172.57,203.00,186.00,179.29,0.28,8288.00
237.00,232.49,219.00,215.30,223.89,188.00,174.61,198.00,187.62,181.11,0.27,8276.00
242.00,232.83,232.00,216.09,224.45,182.00,174.88,195.00,187.87,181.38,0.27,8320.00
233.00,232.60,220.00,216.10,224.34,172.00,174.47,185.00,187.44,180.96,0.27,8280.00
248.00,233.27,234.00,217.19,225.22,179.00,174.11,193.00,187.18,180.65,0.28,8292.00
240.00,233.59,226.00,217.84,225.71,169.00,172.83,194.00,186.96,179.90,0.28,8296.00
233.00,233.51,223.00,218.46,225.98,167.00,172.44,187.00,187.22,179.84,0.29,8276.00
252.00,234.39,239.00,219.48,226.93,177.00,172.52,198.00,187.70,180.11,0.29,8308.00
240.00,234.48,224.00,219.52,226.99,164.00,171.73,188.00,187.47,179.60,0.29,8296.00
252.00,235.11,236.00,219.95,227.52,192.00,173.25,195.00,187.34,180.30,0.29,8300.00
